# CATH_ID	S35_REPS	DOMAINS	NAME
2.40.200.10	1	14	Telomere-binding Protein Beta Subunit; Chain
2.40.220.10	1	26	Intramolecular Trans-sialidase; Domain 3
2.40.230.10	1	9	Outer membrane phospholipase A (OMPLA)
2.40.230.20	1	6	Tsx-like channel
2.40.240.10	7	285	Ribosomal Protein L25; Chain P
2.40.240.20	9	30	Hypothetical PUA domain-like; domain 1
2.40.240.50	3	5	Barwin-like endoglucanases
2.40.250.10	2	36	Core binding factor beta, CBF
2.40.260.10	9	81	Sortase
2.40.270.10	2	158	
2.40.280.10	1	10	
2.40.290.10	3	6	
2.40.300.10	3	24	Head decoration protein D (gpD, major capsid protein D)
2.40.310.10	2	9	beta-Barrel protease inhibitors
2.40.320.10	7	41	Hypothetical Protein Pfu-838710-001
2.40.330.10	4	7	DNA-binding pseudobarrel domain
2.40.340.10	3	50	MoeA C-terminal domain-like
2.40.350.10	2	4	SO1590-like
2.40.360.10	1	2	YmcC-like
2.40.370.10	2	4	AttH-like domain
2.40.380.10	2	5	FomD barrel-like domain
2.40.390.10	1	2	CV3147-like
2.40.400.10	3	28	Acetoacetate decarboxylase-like
2.40.410.10	1	2	putative membrane protein from Corynebacterium diphtheriae superfamily
2.40.420.10	1	2	conserved putative lor/sdh protein from methanococcus maripaludis s2 domain
2.40.430.10	1	12	D-maltodextrin-binding protein, MBP
2.40.440.10	3	22	L,D-transpeptidase catalytic domain-like
2.40.450.10	1	2	PUA domain-like domain
2.40.460.10	1	58	Biotin dependent carboxylase carboxyltransferase
2.40.470.10	1	8	catalase hpii domain
2.40.480.10	1	55	Allene oxide cyclase-like 
2.40.490.10	4	17	Newcastle disease virus like domain
2.40.500.10	1	39	Upper collar protein gp10 (connector protein)
2.40.510.10	2	172	Positive stranded ssRNA viruses
2.50.10.10	1	11	Bacteriochlorophyll-a Protein
2.50.20.10	5	28	outer membrane lipoprotein receptor (LolB), chain A
2.60.9.10	1	29	Neurophysin II, chain A
2.60.11.10	1	52	Cytochrome C Oxidase, chain F
2.60.15.10	3	15	ATP Synthase; domain 1
2.60.20.10	17	165	Crystallins
2.60.20.20	1	1	
2.60.20.30	4	5	
2.60.30.10	2	144	Electron Transport Ethylamine Dehydrogenase
2.60.34.10	5	105	Substrate Binding Domain Of DNAk; Chain A, domain 1
2.60.40.10	704	19468	Immunoglobulins
2.60.40.20	2	7	alpha-Amylase inhibitor tendamistat
2.60.40.50	1	249	TRAP-like
2.60.40.60	21	192	Cadherins
2.60.40.150	38	285	C2- domain Calcium/lipid binding domain
2.60.40.180	4	565	
2.60.40.200	6	532	
2.60.40.230	2	27	
2.60.40.290	4	27	
2.60.40.340	3	74	
2.60.40.350	3	61	
2.60.40.380	1	36	Purple acid phosphatase, N-terminal domain
2.60.40.420	78	1957	Cupredoxins -  blue copper proteins
2.60.40.550	2	35	
2.60.40.630	2	10	
2.60.40.640	1	29	
2.60.40.650	3	29	
2.60.40.680	8	62	
2.60.40.690	5	54	Alpha-macroglobulin receptor domain
2.60.40.700	1	12	Diphtheria toxin, C-terminal domain
2.60.40.710	5	35	
2.60.40.720	4	289	
2.60.40.730	4	62	
2.60.40.740	8	31	
2.60.40.760	4	29	
2.60.40.770	5	54	
2.60.40.780	1	87	
2.60.40.790	19	82	
2.60.40.810	1	47	
2.60.40.820	1	9	
2.60.40.830	1	38	
2.60.40.840	1	18	
2.60.40.1080	5	26	
2.60.40.1090	8	119	
2.60.40.1110	4	30	
2.60.40.1120	5	19	
2.60.40.1130	4	24	Rab geranylgeranyltransferase alpha-subunit, insert domain
2.60.40.1140	4	19	
2.60.40.1150	1	8	
2.60.40.1170	8	44	
2.60.40.1180	114	1253	Golgi alpha-mannosidase II
2.60.40.1190	3	7	
2.60.40.1200	1	4	
2.60.40.1210	1	8	
2.60.40.1220	4	42	
2.60.40.1230	4	40	
2.60.40.1240	2	3	
2.60.40.1250	2	13	
2.60.40.1260	2	17	Lamin A/C globular tail domain
2.60.40.1270	1	2	
2.60.40.1280	10	39	
2.60.40.1290	9	40	
2.60.40.1300	1	2	
2.60.40.1310	1	18	
2.60.40.1320	6	14	Major surface antigen p30, SAG1
2.60.40.1330	1	8	
2.60.40.1340	1	8	
2.60.40.1360	2	58	
2.60.40.1370	1	2	Bacterial adhesin receptor binding domain
2.60.40.1380	1	1	E set domains; domain 4
2.60.40.1390	1	16	p53-like transcription factors
2.60.40.1400	2	70	G protein-activated inward rectifier potassium channel 1
2.60.40.1410	1	16	Bacterial adhesins - F17c-type
2.60.40.1430	1	15	Perfringolysin, domain 4
2.60.40.1450	2	12	Lin-12 and glp-1 transcriptional regulator; domain 1
2.60.40.1460	3	36	Integrin domains. Chain A, domain 2
2.60.40.1470	1	9	ApaG-like
2.60.40.1480	1	2	Clathrin adaptor appendage domain; domain 1
2.60.40.1490	1	29	ASF1-like
2.60.40.1500	3	48	Glycosyl hydrolase domain; family 39
2.60.40.1510	9	109	ntegrin, alpha v. Chain A, domain 3
2.60.40.1520	3	37	E set domains
2.60.40.1530	4	23	ntegrin, alpha v. Chain A, domain 4
2.60.40.1550	1	2	Sars orf7a accessory protein.
2.60.40.1570	1	49	Afimbrial adhesin afa-iii.
2.60.40.1580	1	21	Particulate methane monooxygenase, b subunit. Chain: A, domain 3
2.60.40.1590	1	2	Peptidoglycan hydrolase domains
2.60.40.1600	1	1	Smr-associated domain-like
2.60.40.1610	1	6	VPA0735-like domain
2.60.40.1620	1	1	lipoprotein yaji like domain
2.60.40.1630	1	1	bacillus anthracis domain
2.60.40.1640	1	1	Conserved domain protein.
2.60.40.1650	1	10	Porin MspA (Ig-like beta-sandwich domain)
2.60.40.1660	1	6	Na, k-atpase alpha subunit. 
2.60.40.1670	4	24	beta-sandwich domain of Sec23/24
2.60.40.1680	1	4	4-oxalocrotonate tautomerase-like
2.60.40.1690	3	17	Head and neck region of the ectodomain of NDV fusion glycoprotein
2.60.40.1700	1	12	Pentein
2.60.40.1710	1	3	Subtilisin-like superfamily
2.60.40.1720	1	2	Calcium-dependent cell adhesion molecule-1
2.60.40.1730	5	138	tricorn interacting facor f3 domain
2.60.40.1740	2	2	hypothetical protein (bacova_03559)
2.60.40.1760	9	124	glycosyl hydrolase (family 31)
2.60.40.1770	1	10	ephrin a2 ectodomain
2.60.60.20	7	98	Lipase/lipooxygenase domain (PLAT/LH2 domain)
2.60.60.30	2	6	sav2460 like domains
2.60.90.10	5	165	Adenovirus Type 5 Fiber Protein (Receptor Binding Domain)
2.60.90.20	2	30	Virus attachment protein , globular domain
2.60.98.10	3	46	Tick-borne Encephalitis virus Glycoprotein, domain 1
2.60.98.20	1	2	Flagellar hook protein
2.60.110.10	1	49	Thaumatin
2.60.120.10	154	1229	Jelly Rolls
2.60.120.20	47	1333	
2.60.120.40	17	377	
2.60.120.170	4	75	
2.60.120.180	12	225	
2.60.120.200	92	1844	
2.60.120.220	3	85	
2.60.120.230	4	35	
2.60.120.240	1	42	
2.60.120.260	111	1063	Galactose-binding domain-like
2.60.120.280	1	10	Regulatory protein AraC
2.60.120.290	8	60	
2.60.120.310	1	19	
2.60.120.320	3	10	
2.60.120.330	8	78	B-lactam Antibiotic, Isopenicillin N Synthase; Chain
2.60.120.340	4	70	
2.60.120.370	1	8	
2.60.120.380	10	42	
2.60.120.390	1	7	Olfactory marker protein
2.60.120.400	2	114	Calcium-mediated lectin
2.60.120.420	2	13	Membrane penetration protein mu1, Chain B, domain 4
2.60.120.430	9	154	Galactose-binding lectin
2.60.120.460	3	22	Hypothetical protein
2.60.120.470	1	2	Hypothetical protein at3g04780.1.
2.60.120.480	1	8	Ureidoglycolate hydrolase
2.60.120.510	1	4	Superantigen (mitogen) Ypm
2.60.120.520	1	8	pectin degrading enzyme 5-keto 4- deoxyuronate isomerase, domain 1
2.60.120.530	1	6	Positive standed ss RNA viruses, Chain A
2.60.120.550	1	26	Penton protein; domain 1
2.60.120.560	13	104	Exo-inulinase; domain 1
2.60.120.570	1	21	Particulate methane monooxygenase, b subunit. Chain: A, domain 1
2.60.120.580	1	4	Acetamidase/Formamidase-like domains
2.60.120.590	3	55	Clavaminate synthase-like domains
2.60.120.600	1	6	VPA0735-like domain
2.60.120.610	1	8	arabinofuranosyltransferase like domain
2.60.120.620	3	18	q2cbj1_9rhob like domain
2.60.120.630	1	1	mth639 domain like
2.60.120.640	1	4	gp9 
2.60.120.650	2	5	Cupin
2.60.120.660	1	42	icosahedral virus
2.60.120.670	1	6	Minor capsid protein.
2.60.120.680	1	9	CRAL/TRIO domain 
2.60.120.690	2	12	Proprotein convertase subtilisin/kexin type 9
2.60.130.10	5	414	Aromatic compound dioxygenase
2.60.169.10	1	6	Bacteriophage G4 Capsid Proteins Gpf, Gpg, Gpj, subunit 1
2.60.175.10	4	253	Polyomavirus Vp1, chain A
2.60.175.20	1	71	Group I dsDNA viruses
2.60.200.10	6	42	
2.60.200.20	31	131	
2.60.200.30	6	62	Probable inorganic polyphosphate/atp-NAD kinase; domain 2
2.60.210.10	7	113	Apoptosis, Tumor Necrosis Factor Receptor Associated Protein 2; Chain A
2.60.220.10	10	64	Hyaluronate lyase-like, C-terminal domain
2.60.220.20	1	1	putative beta-Galactosidase from caulobacter crescentus 
2.60.240.10	1	6	Viral Chemokine Inhibitor; Chain A
2.60.250.10	1	10	Baculovirus p35 protein
2.60.260.20	12	77	Urease metallochaperone UreE, N-terminal domain
2.60.260.40	3	4	q5lls5 like domains
2.60.270.20	2	88	
2.60.290.11	1	4	Hypothetical protein TM1070
2.60.300.12	6	17	HesB-like domain
2.60.310.10	2	7	C-terminal domain of mollusc hemocyanin
2.60.320.10	4	17	N-utilization substance G protein NusG, insert domain
2.60.330.10	1	1	receptor-binding protein prd1-p2, domain 2
2.60.340.10	1	12	baseplate structural protein gp8, domain 1
2.60.350.10	1	12	Dex49a from penicillium minioluteum complex, domain 1
2.60.370.10	1	2	Ctag/Cox11
2.60.390.10	1	7	beta-galactosidase, domain 3
2.60.410.10	2	31	Peptidoglycan synthesis regulatory factor (PBP3), Domain 2
2.60.420.10	5	36	Maltose phosphorylase, domain 3
2.60.430.10	1	1	YopX-like domain
2.60.440.10	1	2	YacF-like domains
2.60.450.10	1	10	Lipopolysaccharide (LPS) transport protein A like domain
2.60.460.10	1	2	protein yfey like domain
2.60.470.10	1	22	Acid-sensing ion channels like domains
2.60.480.10	1	8	eubacterium ventriosum atcc domain
2.60.490.10	1	6	atp-gated p2x4 ion channel domain
2.60.500.10	1	2	Surface Active Protein domain
2.60.510.10	1	8	EV matrix protein 
2.60.520.10	1	30	Phage fibre proteins
2.70.9.10	2	25	Adenovirus Type 2 Hexon, domain 4
2.70.9.20	1	6	Major capsid protein Vp54
2.70.9.30	1	9	Viral coat protein p3
2.70.10.10	3	13	Thrombin Inhibitor (Hirudin), subunit I
2.70.20.10	3	32	Topoisomerase I, domain 3
2.70.40.10	19	380	
2.70.40.20	1	1	Tlp20, baculovirus telokin-like protein
2.70.50.30	2	46	Coagulation Factor XIII, subunit A, domain 1
2.70.50.40	2	29	E set domains, Chain B ("Early" Ig-like fold families possibly related to the immunoglobulin and/or fibronectin type III superfamilies)
2.70.50.50	3	31	chitin-binding protein cbp21
2.70.50.60	1	2	abc- transporter (atp binding component) like domain
2.70.70.10	8	39	Glucose Permease (Domain IIA)
2.70.98.10	32	503	
2.70.98.20	6	238	Copper amine oxidase, Domain 3
2.70.98.30	3	62	Golgi alpha-mannosidase II; domain 4
2.70.98.40	2	33	Galactose mutarotase-like. Domain 1
2.70.98.50	3	29	putative glycoside hydrolase family protein from bacillus halodurans
2.70.98.60	2	34	alpha-galactosidase from lactobacil brevis
2.70.100.10	2	83	1,4-Beta-D-Glucan Cellobiohydrolase I, subunit A
2.70.130.10	9	63	Cation-dependent Mannose-6-phosphate Receptor; Chain A
2.70.150.10	3	79	Calcium-transporting ATPase, cytoplasmic transduction domain A
2.70.160.11	5	56	Hnrnp arginine n-methyltransferase1
2.70.170.10	8	1017	
2.70.180.10	1	1	Hypothetical protein YojF
2.70.210.12	1	3	Obg GTP-binding protein N-terminal domain
2.70.220.10	1	19	Ganglioside M2 (gm2) activator
2.70.230.10	3	16	
2.70.240.10	4	144	Leukocidin-like
2.70.250.10	1	2	receptor-binding protein prd1-p2, domain 3
2.80.10.50	79	1111	
2.90.10.10	4	65	Agglutinin, subunit A
2.90.20.10	1	5	Plasmodium vivax P25 domain
2.100.10.10	6	24	
2.100.10.20	1	2	Vitelline membrane outer protein-I (VMO-I)
2.100.10.30	8	185	
2.102.10.10	19	353	'Rieske'-like iron-sulphur domains
2.102.20.10	1	7	beta-galactosidase, domain 2
2.102.30.10	1	35	tm1086 (SG structure) domain
2.105.10.10	1	1	Pseudo beta propeller
2.110.10.10	6	51	Hemopexin
2.115.10.10	1	1	Tachylectin-2
2.115.10.20	28	311	Glycosyl hydrolase domain; family 43
2.120.10.10	20	621	
2.120.10.30	22	183	TolB, C-terminal domain
2.120.10.60	1	24	Tricorn protease N-terminal domain
2.120.10.70	3	30	Fucose-specific lectin
2.120.10.80	3	45	Kelch-like ech-associated protein 1
2.120.10.90	4	11	GyrA/ParC C-terminal domain-like 
2.130.10.10	78	758	YVTN repeat-like/Quinoprotein amine dehydrogenase 
2.130.10.30	6	39	Regulator of chromosome condensation RCC1/ beta-lactamase inhibitor protein-II, BLIP-II 
2.130.10.80	1	13	Galactose oxidase, central domain
2.130.10.110	1	14	Clathrin heavy-chain terminal domain
2.130.10.120	5	50	Prolyl oligopeptidase, N-terminal domain 
2.130.10.130	2	82	Integrin alpha N-terminal domain, Chain A
2.130.10.150	1	28	Peptidase/esterase 'gauge' domain
2.140.10.10	3	46	
2.140.10.20	1	42	C-terminal (heme d1) domain of cytochrome cd1-nitrite reductase
2.140.10.30	4	279	
2.150.10.10	5	38	beta-Roll
2.160.10.10	34	562	Hexapeptide repeat proteins
2.160.10.20	3	17	An insect antifreeze protein
2.160.20.10	34	181	Single-stranded right-handed beta-helix, Pectin lyase-like
2.160.20.20	2	26	
2.160.20.50	1	3	Insect cysteine-rich antifreeze protein
2.160.20.60	1	9	
2.160.20.70	3	16	
2.160.20.80	5	23	E3 ubiquitin-protein ligase SopA 
2.160.30.10	1	1	heat- and protease-stable fragment of the bacteriophage t4 short fibre, domain 2
2.170.8.10	2	88	Phosphoenolpyruvate Carboxykinase, domain 2
2.170.9.10	1	19	Adenovirus Type 2 Hexon, domain 1
2.170.11.10	2	17	DNA Topoisomerase I, domain 2
2.170.14.10	1	11	Head-binding domain of phage P22 tailspike protein
2.170.15.10	2	17	Proaerolysin, chain A, domain 3
2.170.16.10	13	49	Hedgehog/intein (Hint) domain
2.170.30.10	3	162	Empty Capsid Viral Protein 2
2.170.40.20	3	122	HIV Envelope Protein Gp120; Chain G
2.170.120.12	5	250	RNA Polymerase Alpha Subunit; Chain A, domain 2
2.170.120.20	1	166	Ribosomal protein L25-like. Domain 2
2.170.130.10	9	71	Ferric Hydroxamate Uptake Protein; Chain A, domain 1
2.170.130.20	1	1	LCCL domain
2.170.140.10	1	1	Antimicrobial Protein, Tachycitin; Chain A
2.170.150.10	3	19	Metal Binding Protein, Guanine Nucleotide Exchange Factor; Chain A
2.170.150.20	3	21	Peptide methionine sulfoxide reductase.
2.170.160.10	1	31	Endo-1,4-beta-glucanase f.  Domain 2
2.170.170.11	1	16	Malate synthase G - maily-beta sub-domain
2.170.180.11	1	6	Methuselah ectodomain, domain 2
2.170.190.11	2	47	Molybdopterin biosynthesis moea protein, domain 3.
2.170.200.10	3	13	
2.170.210.10	2	48	
2.170.220.10	3	82	
2.170.230.10	2	14	
2.170.240.10	1	48	Noncollagenous (NC1) domain of collagen IV
2.170.260.10	4	46	paz domain
2.170.270.10	16	144	SET domain
2.170.280.10	1	3	f41 fragment of flagellin, middle domain
2.170.290.10	1	12	baseplate structural protein gp8, domain 2
2.170.300.10	1	2	Tie2 ligand-binding domain superfamily
3.10.10.10	3	469	HIV Type 1 Reverse Transcriptase, subunit A, domain 1
3.10.20.10	14	212	
3.10.20.30	38	431	
3.10.20.70	3	224	Glutamine synthetase, N-terminal domain
3.10.20.80	1	1	Translation initiation factor IF3, N-terminal domain
3.10.20.90	121	1024	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
3.10.20.110	2	42	
3.10.20.120	12	241	
3.10.20.130	1	10	
3.10.20.150	1	2	
3.10.20.180	2	14	
3.10.20.230	2	6	Doublecortin (DC)
3.10.20.250	1	1	Hypothetical protein Yml108w
3.10.20.260	1	28	Ubiquitin activating enzymes (Uba3). Chain: B, domain 3
3.10.20.270	1	39	TmoB-like (Pfam 06234). Chain C
3.10.20.280	1	2	3d domain-swapped dimer of a hypothetical protein
3.10.20.300	1	1	mk0293 like domain
3.10.20.310	16	51	membrane protein fhac
3.10.20.320	2	2	Putative peptidoglycan bound protein (lpxtg motif)
3.10.25.10	4	21	Methionyl-tRNA Fmet Formyltransferase; Chain A, domain 2
3.10.28.10	19	214	Homing endonucleases
3.10.28.20	1	4	Acetamidase/Formamidase-like domains
3.10.40.10	2	26	Pertussis Toxin, subunit B, domain 1
3.10.50.10	13	290	
3.10.50.20	1	7	Colicin E3 immunity protein
3.10.50.30	3	22	
3.10.50.40	29	233	
3.10.100.10	44	744	Mannose-Binding Protein A, subunit A
3.10.105.10	20	166	Dipeptide-binding Protein; Domain 3
3.10.110.10	30	342	Ubiquitin Conjugating Enzyme
3.10.120.10	8	95	Flavocytochrome B2, subunit A, domain 1
3.10.129.10	88	897	
3.10.130.10	9	528	P-30 Protein
3.10.150.10	11	299	DNA Polymerase III, subunit A, domain 2
3.10.170.10	3	141	
3.10.170.20	1	1	
3.10.180.10	78	618	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
3.10.180.20	1	7	N-Acetylglucosaminyltransferase I, Domain 2
3.10.180.40	1	4	C3-degrading proteinase like domains
3.10.196.10	1	8	Cobalamin-dependent Methionine Synthase, domain 1
3.10.200.10	10	636	Carbonic Anhydrase II
3.10.250.10	4	17	Mac-2 Binding Protein;
3.10.260.10	2	3	DNA-binding domain of Mlu1-box binding protein MBP1
3.10.260.20	2	15	Putative DNA-binding domain
3.10.270.10	4	159	Urate Oxidase;
3.10.280.10	3	14	Mitochondrial Matrix Protein Chain A
3.10.290.10	12	345	Structural Genomics Hypothetical 15.5 Kd Protein In Mrca-pcka Intergenic Region; Chain
3.10.290.20	1	4	Ubiquitin-like 2 activating enzyme e1b. Chain:  B, domain 3
3.10.290.30	1	2	MM3350-like
3.10.300.10	1	8	3-methyladenine DNA Glycosylase; Chain A
3.10.310.10	25	166	Diaminopimelate Epimerase; Chain A, domain 1
3.10.320.10	5	446	Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1
3.10.330.10	8	73	
3.10.330.20	6	18	
3.10.340.11	1	13	Methenyltetrahydromethanopterin Cyclohydrolase; Chain A, domain 1
3.10.350.10	6	25	Membrane-bound Lytic Murein Transglycosylase D; Chain A
3.10.360.10	2	22	Antimicrobial Peptide, Beta-defensin 2; Chain A
3.10.380.10	1	6	Ribonuclease domain of colicin E3
3.10.390.10	3	6	SAND domain-like
3.10.400.10	8	49	Sulfate adenylyltransferase
3.10.410.10	2	34	Formyltetrahydrofolate synthetase, domain 3
3.10.420.10	3	21	SecB-like
3.10.430.100	2	190	
3.10.440.10	2	68	
3.10.450.10	13	140	
3.10.450.20	1	41	Uracil-DNA glycosylase inhibitor protein
3.10.450.30	7	345	Microbial ribonucleases
3.10.450.40	22	482	
3.10.450.50	100	702	
3.10.450.60	3	64	
3.10.450.70	3	30	
3.10.450.80	2	118	
3.10.450.90	2	9	
3.10.450.100	1	26	NTF2-like; domain 1
3.10.450.120	2	4	Pre-PUA domain; domain 1
3.10.450.130	1	1	folded 79 residue fragment of lin0334 like domains
3.10.450.140	1	1	Putative dsDNA mimic
3.10.450.150	1	4	enterococcus faecalis protein
3.10.450.160	1	2	inner membrane protein cigr
3.10.450.170	1	1	type vi secretion system effector-immunity co pseudomonas protegens
3.10.460.10	1	3	VSV matrix protein
3.10.470.10	1	3	chromosomal protein mc1
3.10.490.10	7	25	Hypothetical upf0131 protein ytfp
3.10.500.10	1	4	prostaphopain b, domain 1
3.10.510.10	1	1	NE1680-like
3.10.520.10	1	2	ApbE-like domains
3.10.530.10	1	1	CPE0013-like
3.10.540.10	2	3	duf1285 like domain
3.10.550.10	1	1	Hypothetical protein Atu2299
3.10.560.10	2	48	Outer membrane lipoprotein wza domain like
3.10.570.10	2	6	sex pheromone staph- cam373 precursor domain
3.10.580.10	43	188	CBS-domain
3.10.590.10	2	13	ph1033 like domains
3.10.600.10	2	20	pyruvate carboxylase f1077a mutant domain
3.10.610.10	1	1	GSPII I/J protein-like
3.10.620.10	1	2	C8orf32 like domain
3.10.630.10	1	4	dip2346 domain like
3.10.640.10	2	5	Restriction endonuclease-like alpha-beta roll domain
3.10.650.10	1	11	MalF N-terminal region-like 
3.10.660.10	2	5	Microbial ribonucleases
3.10.670.10	1	3	Secreted effector protein ssei.
3.15.10.10	2	7	Bactericidal permeability-increasing protein; domain 1
3.15.20.10	1	4	Bactericidal permeability-increasing protein; domain 2
3.15.30.10	1	1	putative capsid protein of prophage domain like
3.20.10.10	14	154	D-amino Acid Aminotransferase, subunit A, domain 2
3.20.14.10	1	16	L-fucose Isomerase; Chain A, domain 3
3.20.16.10	3	51	Herpes virus serine proteinase, assemblin
3.20.19.10	5	46	Aconitase, domain 4
3.20.20.10	28	225	Alanine racemase
3.20.20.20	10	163	Dihydropteroate (DHP) synthetase
3.20.20.30	13	55	FMN dependent fluorescent proteins
3.20.20.40	4	63	Glycosyl hydrolases family 6, cellulases
3.20.20.60	22	573	Phosphoenolpyruvate-binding domains
3.20.20.70	188	4272	Aldolase class I
3.20.20.80	181	3117	Glycosidases
3.20.20.100	19	488	NADP-dependent oxidoreductase
3.20.20.105	2	120	tRNA-guanine (tRNA-G) transglycosylase
3.20.20.110	7	349	Rubisco
3.20.20.120	67	1278	Enolase superfamily
3.20.20.140	80	1033	Metal-dependent hydrolases
3.20.20.150	35	455	Divalent-metal-dependent TIM barrel enzymes
3.20.20.190	18	128	Phosphatidylinositol (PI) phosphodiesterase
3.20.20.210	8	101	
3.20.20.220	5	55	
3.20.20.240	3	41	
3.20.20.300	8	101	
3.20.20.330	3	29	Homocysteine S-methyltransferase
3.20.20.350	1	20	
3.20.20.360	2	22	Malate synthase, domain 3
3.20.20.370	16	72	Glycoside hydrolase/deacetylase
3.20.20.380	3	22	CutC-like
3.20.20.390	4	39	FMN-linked oxidoreductases
3.20.20.400	2	12	GlpP-like
3.20.20.410	2	4	Hypothetical protein tm1631.
3.20.20.440	1	1	D-lysine 5,6-aminomutase alpha subunit. Chain A
3.20.20.450	11	72	EAL domain-like
3.20.20.460	1	6	Monomethylamine methyltransferase MtmB
3.20.20.470	2	35	Glucansucrase
3.20.70.20	5	37	
3.20.80.10	7	28	Multidrug-efflux Transporter 1 Regulator Bmrr; Chain
3.20.90.10	1	7	Tubby Protein; Chain A
3.20.100.10	2	14	mRNA Triphosphatase Cet1; Chain A
3.20.110.10	4	64	Glycoside hydrolase 38, N terminal domain
3.20.120.10	2	26	hfbii hydrophobin
3.20.130.10	1	3	fumarase
3.20.140.10	4	18	nicotinate phosphoribosyltransferase
3.20.160.10	1	4	vpa0580 domain like
3.20.170.10	1	2	ADP-ribosylation domain
3.20.180.10	3	11	PNP-oxidase like
3.20.190.10	7	90	N-terminal domain of MutM-like DNA repair proteins
3.20.200.10	2	20	MHCK/EF2 kinase
3.30.9.10	18	246	D-Amino Acid Oxidase, subunit A, domain 2
3.30.10.10	4	56	Trypsin Inhibitor V, subunit A
3.30.20.10	1	39	Endochitinase, domain 2
3.30.30.10	19	135	
3.30.30.30	3	113	
3.30.30.40	1	2	
3.30.30.50	1	1	Translation initiation factor 2 beta, aIF2beta, N-terminal domain
3.30.30.60	1	1	D-lysine 5,6-aminomutase beta subunit KamE, N-terminal domain
3.30.30.70	1	1	Scorpion toxin-like
3.30.30.80	1	3	probable RNA-binding protein from clostridium symbiosum atcc 14940
3.30.40.10	86	372	Zinc/RING finger domain, C3HC4 (zinc finger)
3.30.40.20	1	4	Chymotrypsin-like serine protease; domain 3
3.30.40.30	1	2	YqaI-like
3.30.43.10	17	182	Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2
3.30.44.10	1	4	Smk Toxin, beta chain
3.30.46.10	1	54	Glycine N-methyltransferase, chain A, domain 1
3.30.50.10	11	179	Erythroid Transcription Factor GATA-1, subunit A
3.30.50.20	1	1	prophage-derive protein ybcO
3.30.54.10	1	4	
3.30.54.20	2	18	
3.30.56.10	7	74	
3.30.56.30	5	20	SRP19
3.30.56.50	1	1	Putative DNA-binding domain, N-terminal subdomain of bacterial translation initiation factor IF2
3.30.56.60	1	1	XkdW-like
3.30.60.10	3	153	
3.30.60.20	20	86	
3.30.60.30	21	162	
3.30.60.50	3	20	Hypothetical oxidoreductase yiak; domain 3
3.30.60.60	2	18	N-acetyl transferase-like
3.30.60.70	2	32	Trimeric LpxA-like enzymes
3.30.62.10	4	31	Nef Regulatory Factor
3.30.63.10	4	65	Guanylate Kinase phosphate binding domain
3.30.65.10	1	1	Bacterial Topoisomerase I, domain 1
3.30.66.10	1	4	DNA topoisomerase I domain
3.30.67.10	2	35	Viral Envelope Glycoprotein, domain 2
3.30.70.20	26	315	
3.30.70.60	7	350	
3.30.70.80	5	56	
3.30.70.100	75	480	
3.30.70.120	17	337	
3.30.70.140	2	138	Aspartate carbamoyltransferase, Regulatory-chain, N-terminal domain
3.30.70.141	4	171	
3.30.70.150	7	349	
3.30.70.240	11	82	
3.30.70.250	11	61	
3.30.70.260	42	252	
3.30.70.270	37	1992	
3.30.70.330	149	1119	
3.30.70.340	6	29	
3.30.70.360	21	96	
3.30.70.370	3	224	
3.30.70.380	4	30	
3.30.70.390	1	4	
3.30.70.400	1	14	CheY-binding domain of CheA
3.30.70.420	2	112	
3.30.70.440	1	2	Killer toxin KP6 alpha-subunit
3.30.70.470	2	62	
3.30.70.520	2	48	
3.30.70.560	4	76	
3.30.70.580	4	23	
3.30.70.590	3	55	
3.30.70.600	2	118	
3.30.70.610	1	2	
3.30.70.640	1	49	
3.30.70.650	1	2	Translational regulator protein regA
3.30.70.660	2	13	
3.30.70.670	1	6	
3.30.70.680	1	2	TRADD, N-terminal domain
3.30.70.790	5	38	Urease metallochaperone UreE, C-terminal domain
3.30.70.850	1	1	
3.30.70.860	3	5	
3.30.70.870	5	90	Elongation Factor G (Translational Gtpase), domain 3
3.30.70.890	19	129	
3.30.70.920	12	116	
3.30.70.930	7	43	
3.30.70.940	6	24	N-utilization substance G protein NusG, N-terminal domain
3.30.70.960	2	2	SEA domain
3.30.70.970	1	1	Hypothetical protein VC0424
3.30.70.980	5	8	
3.30.70.990	1	2	YajQ-like, domain 2
3.30.70.1000	1	2	rly switch protein xol-1 2.2k splice form; domain 1
3.30.70.1010	1	1	eEF1-gamma domain
3.30.70.1020	1	1	Trehalose-6-phosphate phosphatase related protein; domain 2
3.30.70.1030	1	10	Apc35880; domain 1
3.30.70.1040	1	1	Dystroglycan, domain 2
3.30.70.1050	1	12	Trigger factor ribosome-binding domain
3.30.70.1060	3	9	Dimeric alpha+beta barrel
3.30.70.1070	2	2	Sporulation related repeat
3.30.70.1090	1	1	Dimeric alpha+beta barrel.
3.30.70.1100	1	10	Apc35880; domain 2
3.30.70.1110	1	1	CheY-binding domain of CheA. Chain A
3.30.70.1120	1	1	Hypothetical protein TT1725
3.30.70.1130	3	11	EIF_2_alpha
3.30.70.1140	1	18	Phospho-2-dehydro-3-deoxyheptonate aldolase; domain 1
